factor1,factor2
5.844234202,70.92435098
81.77422967,91.62760173
53.98179114,72.00722366
75.79508604,64.16601258
36.61067034,48.08633114
65.09389958,91.68124351
39.04240635,63.27307645
81.10115825,78.2560191
11.85944266,91.34341142
90.30848983,63.31457606
12.60716474,83.75974486
78.80708965,24.23278848
28.99683248,31.93349355
52.00336129,56.36272131
5.543001063,39.06388014
37.64716327,37.94897885
78.07581033,20.0346594
20.47658435,10.94585705
54.38156663,52.67860986
88.65119245,81.49193251
35.97087642,91.23004042
19.17346475,30.37497972
53.74172455,97.08067326
14.92470758,62.38353061
46.48495319,97.54632811
41.71179034,88.99440309
64.84552601,34.86189195
77.59403673,28.08805223
97.36152941,7.676411852
51.35293124,34.03485146
19.45076024,52.26468103
4.989400613,40.19277627
56.07215885,54.20881085
50.13685434,39.66976115
72.18123372,57.42494877
90.16007351,93.69639392
0.526726216,48.44563342
74.10775743,22.16155066
37.38459836,5.159050625
40.01185415,88.14241784
57.70532937,99.33659306
61.70927327,12.09183308
24.24557153,16.31836725
37.43358797,22.21591643
98.5195112,40.25839038
41.58347738,7.31074469
73.4345861,4.506910897
22.99300789,58.35606283
22.04932782,78.38405901
66.04778039,55.62555042
94.04258597,43.59444348
90.29965629,32.36656967
60.28305096,27.68584078
26.32646917,59.22687609
31.10568902,61.09168538
4.684076818,82.015963
4.846991003,86.63390859
63.46865476,62.61320848
34.53147553,51.05265732
64.45988558,59.58799592
28.37848324,66.11289109
40.81724535,4.214182209
40.46514433,46.15280922
42.37038957,65.49427688
1.146916338,13.39150113
4.092626961,22.42685981
80.63965563,76.297833
25.13700056,28.10772954
54.64986327,85.88677926
18.08664986,27.00869676
82.79387382,6.525183342
31.85292691,23.02688881
52.86116343,13.75886527
66.08955603,65.83933797
65.40078883,87.96104007
24.3608,36.59158062
88.42582264,3.886312587
61.60405958,32.86929933
6.693232793,95.71536008
53.03055726,81.8483505
56.26379362,31.36623321
85.8006769,33.66790378
69.28542158,27.5971081
12.19499655,55.05033398
63.2216925,56.26756159
72.26929408,4.447396565
97.41854715,87.24635443
80.10919355,86.5666807
69.13512407,55.41946203
23.35676763,53.68393747
22.30742731,42.33451579
28.58878409,38.57734215
39.34809475,64.61800452
94.11841967,25.75231975
49.23854772,96.14434868
4.222887551,69.79490942
54.79150186,66.42933788
27.17174562,59.34870628
56.18767911,97.98059321
77.73129337,39.69211671
20.93605136,36.63866491
47.74421805,14.18929979
78.00536617,50.34412918
39.49346867,58.48179248
95.33394739,27.25751424
50.45001926,69.90024558
2.167963477,80.14539091
22.38611835,38.70792623
60.73160047,95.8195618
59.48604988,49.66611052
33.91185896,93.88495807
97.87653132,55.10765255
96.55475693,6.636029602
45.10973036,51.21272738
68.98862809,24.72358734
49.21576337,79.90563991
1.065195386,45.26049208
22.12886417,71.03698442
59.27081455,94.86827443
8.811990485,74.67983141
8.069491607,88.08790639
88.57682057,83.41042516
13.34588646,26.73742928
92.54714329,11.20267942
24.52784912,78.08754944
26.88727357,8.078508668
16.20848041,60.18829949
80.66186065,63.71706845
33.77449315,20.5602803
42.33960841,61.72773515
85.15141707,7.395367084
91.25509463,13.26113596
14.92374627,12.58760766
84.16167121,68.30949424
16.40781913,69.45259959
65.4538136,9.459477986
16.09043878,24.06801889
22.80925203,59.44038328
81.08717644,50.50816808
46.54370732,14.7728127
29.48338149,11.77420942
21.75697083,66.68421444
7.979043433,99.20367773
36.88060017,67.48061395
98.38866981,66.31808689
17.28492052,44.69542091
53.52708209,84.16115149
60.59529659,88.71601348
58.4224184,31.03003258
13.13809193,35.16979113
33.43425438,52.63573448
84.64496677,64.18955375
59.40557325,60.06454721
0.038801906,66.07736649
64.01131477,73.88992572
31.7021778,0.455138085
89.33009897,21.18312145
69.85365302,10.25218438
80.42365343,93.5210014
13.01543072,60.52567435
43.87146507,81.16438639
1.848365603,92.15664805
57.62234814,88.97965741
31.45174344,52.13658276
26.84025863,67.46324035
4.050830372,33.24408748
11.49612258,95.29084915
15.28127411,39.52992853
39.74735485,80.8836208
12.85709074,13.43354276
56.67813238,88.86804172
55.10947518,91.55131183
36.6528484,20.9202504
35.71275926,70.04543026
22.78034872,95.49559561
21.9642385,12.33517348
36.57889289,15.2045671
30.38048615,14.91363302
53.13889352,6.563568198
82.86440015,76.06024826
65.02810167,8.573471489
76.27935935,71.58726002
64.78733645,52.59491977
12.86916284,17.80721758
64.01250571,32.18562963
50.68345826,19.05506056
72.89408972,81.34705247
86.99736087,82.71449161
78.57792509,23.14691517
62.84062862,56.25347619
35.37081663,19.95178818
0.156272648,26.73122983
19.08422893,54.28634021
26.04504417,2.387708886
30.96792716,50.73514907
89.37643664,59.25186414
28.65558158,17.4123808
12.92366603,32.65437313
78.2918088,15.14697377
27.42659678,6.10890713
88.59414431,9.917735588
71.05634521,64.1277923
27.13616182,8.874843708
22.47650067,33.34010559
89.01905868,23.13625752
21.17817088,17.84862293
48.04749961,67.021328
28.50866577,96.91316578
22.04914097,51.79532386
93.54311098,93.76021665
1.625738597,86.23213445
8.428430557,85.61922088
1.307271328,40.60329523
29.9830247,75.64473081
77.35972218,19.73418954
69.89172508,5.236891291
13.00882899,67.32912079
80.22927963,46.47951617
63.88663186,52.03543419
21.451353,58.08433675
51.45958854,64.59891432
35.21840712,14.0045138
72.61636253,77.25659683
16.38938901,27.78034614
73.31169714,55.72044054
25.99459405,31.82292689
37.37774507,3.698839074
1.031634948,71.97668651
98.67791243,74.5666351
44.89541388,4.666104397
19.65094252,15.89771072
86.16047217,34.30038645
25.56716094,6.859940211
49.89750792,55.24862028
66.55634492,8.160653366
64.31278767,98.88870436
81.41635279,4.290354264
1.945237526,48.56044745
96.55052666,71.8037558
94.43930965,28.55209442
79.16746927,16.02982236
91.46710012,14.09607971
87.13786996,47.14679077
70.82832376,12.89004618
66.49304381,49.74231279
22.0291603,58.78048607
49.92215222,42.51626185
60.08437828,47.7610396
8.325320887,30.70872574
60.40786215,51.67524629
67.51118523,14.51060564
86.60500421,56.34844011
56.02799734,63.8132171
17.08664837,4.897486309
54.89279509,65.64890483
88.02004015,32.40196449
65.65736236,81.95062749
74.35701901,92.67104385
23.23090454,34.34619664
76.54051068,52.04250496
50.49838343,12.72174517
62.51716363,36.54434619
9.921660355,39.86380705
69.95170162,50.41539409
90.98873739,80.79218863
16.78796585,56.36112585
5.979858624,49.3291013
70.44447553,73.49440756
97.68228893,90.12245066
38.84966568,25.18852963
10.91518857,86.72057926
52.16884506,6.891727102
57.41946893,51.94435654
35.36231527,4.760211783
94.87254123,27.91788612
22.82506111,45.81696251
73.06061389,72.19911842
82.05172993,64.51810932
52.24590686,7.912212165
58.07875269,52.95155465
6.350497807,0.340771117
91.49261987,3.330284109
59.37418516,17.75664535
38.750778,13.44883728
89.79190126,92.47906697
6.36055062,92.16017435
2.353442226,86.20213256
16.95453875,22.43420137
49.1612468,44.14182477
53.42175008,59.71255591
46.23601839,71.46317489
48.28033291,17.33497966
82.68339793,63.12736629
97.72830256,73.33206336
6.934447622,85.21630199
17.33279624,31.61347239
43.11941604,45.25725398
32.18899938,7.861553295
84.37859638,69.94808904
46.66172246,42.48103243
91.69169911,85.3122041
11.02293373,72.28531401
4.5296189,53.62401091
37.58213338,62.9399855
32.70676564,0.732444381
94.94141151,14.96114315
26.95999721,31.38131545
73.99982826,16.205336
99.05208508,20.44026506
5.52746882,82.84358749
13.38952654,60.06404076
39.19797118,21.57344832
8.437633141,50.66177354
32.37151303,15.53159957
47.1509425,63.79462352
76.45071804,21.40321237
96.96694147,3.54252299
29.20362951,20.01990682
9.997617385,98.57951335
55.01534687,89.66789847
78.23960253,57.16468034
29.26097244,97.86180876
45.01461969,50.15044573
69.8174494,93.56811408
91.65523622,44.06395531
8.635242993,89.68304396
35.31808347,49.08465485
1.707321652,34.47594016
32.72434449,82.35691883
89.62290771,69.64029485
86.97414793,21.55020975
24.30817254,49.35582356
73.53491159,68.76921428
64.60797062,81.12819165
50.4279632,90.28867542
19.0297259,63.50786281
70.43537975,58.71503331
13.01117431,22.97500282
49.23169599,7.89674883
82.92699827,28.71849674
77.50025112,0.997763913
31.60595414,92.77436976
69.46104951,63.49011641
13.828405,75.31829445
35.71925936,96.41822009
60.59510617,37.1500787
12.77235355,95.03280404
62.79613099,61.9003948
98.32423073,76.61629078
15.55003745,58.12816717
93.49416397,45.18126143
20.85840012,85.32181108
89.90842235,55.22977704
66.60828242,2.724301464
88.58044973,39.16303607
56.9941757,87.35264363
85.77970278,55.0277629
37.32821389,38.80470921
6.676742696,68.78791621
72.43148103,97.70889366
32.48546323,92.64753166
17.21874021,21.03596986
31.60244757,36.34219571
95.40890398,20.11415373
90.82203624,21.91563441
57.09394754,65.00135485
47.27756263,39.44010137
34.85606859,39.32184574
11.38237769,87.44657167
50.3858514,28.24090006
5.195717138,5.634967101
20.66724823,49.80732978
78.50492809,49.94430192
34.60851092,55.54987434
46.47096352,4.316264995
21.2023688,8.812338365
67.77530381,30.54460886
30.14005131,5.708345004
89.35691081,23.76681811
24.44906719,51.34074294
79.43882454,67.58881394
89.64669406,0.040641993
42.69086439,79.05318292
43.957584,80.10785208
13.62408994,18.82093822
87.46128922,76.58968261
19.54064424,23.21383509
86.78187918,40.0064441
46.14289024,78.79123006
29.03433437,81.02076575
5.968381556,32.05505639
88.28398897,87.01621906
8.089322514,50.8456142
21.95508895,59.26859924
63.18408913,31.87935819
98.32145788,11.45511089
91.72685642,33.20043383
58.845668,51.3037179
31.49573454,65.72324587
81.72384749,59.26172081
3.676957542,94.3731418
5.089268343,20.47585069
41.08825494,87.20770975
20.51329612,65.19800684
59.46636947,65.03189647
50.026879,8.694081896
31.23301765,79.21587577
51.9615199,84.86047743
69.68276411,28.04933909
72.27647438,45.89775321
77.60979533,0.536420779
70.86736157,63.83580817
2.020100456,58.5750287
74.42704081,97.88044607
6.385896323,45.09639141
36.71973034,99.25438613
33.11803589,49.30561168
6.700694978,60.0147518
67.8619609,61.78116568
15.04156401,53.16483139
20.37211057,93.2131427
56.8555729,19.81650703
4.954353164,30.71054783
26.90082635,28.21770511
93.00195732,86.6262392
17.52465451,3.845135404
99.58277398,69.71237405
56.6987593,22.15532946
78.22593655,70.16190818
66.72045118,11.53723316
78.04718399,8.40651799
51.77755754,87.89004236
17.15385604,57.39228194
34.73682056,99.46494635
23.05273241,50.14284703
47.19640749,7.245176176
87.90248183,87.82014583
46.96831486,96.44223626
15.87668293,93.9038558
27.01199931,98.51426945
77.75361871,59.64393313
85.64309767,72.44908417
73.52823566,27.93983203
49.65972348,71.37426635
45.54820127,56.73428009
46.48905916,83.95532458
88.68970316,65.94566583
49.59402275,88.90382438
27.85516937,18.95443713
5.207911389,6.784870364
24.91798291,83.74893089
25.92862066,68.54444782
76.81827199,97.54817363
16.29729943,33.84612599
93.67575078,44.213045
71.13270267,96.20598224
90.45871764,92.31289935
75.03084227,97.59746422
64.21970037,78.16199533
45.34998008,17.37224986
54.59129461,94.83089205
88.80651232,80.4060899
6.796207559,80.33007238
71.85957456,36.92246978
85.04974138,65.38631016
13.15906018,69.6030964
15.13773816,13.53218316
76.4148249,46.38381081
62.43282378,48.17631092
60.84047386,49.76374207
65.54708251,80.36763639
14.22922565,50.69245115
93.12723514,55.60375844
35.72246827,86.13285406
92.79480148,62.24241492
62.57823431,3.281705967
3.501385214,23.1534625
1.812343255,6.292468281
31.23962692,24.75791695
25.88273113,46.4447864
73.93249548,36.54530666
66.89471833,25.20259517
55.95867674,58.65069206
96.02746007,14.7267292
42.96637117,99.04812841
86.7150683,62.75532297
74.47215668,46.16680331
4.708748254,57.78891052
94.82586416,0.188322602
9.797321306,35.97447458
71.65850098,80.00628508
8.754868873,37.60461648
13.54763269,54.38895025
75.95865728,74.43968607
30.38980302,95.64471365
7.219365243,71.42381382
28.65450959,69.71812873
29.75702049,6.840448209
21.18994516,59.01367789
56.95617775,70.59831056
17.93215653,70.4728973
17.34356822,49.92367296
38.87654283,0.645097389
96.12563059,81.30635115
37.68123061,17.46078177
61.39999166,47.09502346
35.37703944,76.7416117
51.45332301,25.96696426
70.84277442,13.9253374
23.03309051,10.55621217
80.02904806,24.80608384
3.989543718,45.00816227
88.18841673,60.22922911
13.82844927,52.23633091
1.496687666,73.34454076
77.74906353,80.18212754
67.01818742,96.18137951
49.14027034,33.2985485
94.47356042,3.944918357
72.93881459,81.73842973
92.07476036,0.695033282
72.67100782,56.91842271
60.7853086,6.688133982
53.84101118,8.935394864
74.57297374,32.50647895
95.94266058,2.933434766
13.38739827,25.73287702
48.13699022,32.10102144
84.52319404,35.42879641
26.84652371,97.49066575
30.51177091,79.45586542
97.1943136,8.660739557
59.293777,79.69557372
21.74787509,17.92823129
23.63457822,42.67954514
24.88456316,66.21938908
13.94794553,34.57065381
79.77438339,29.21199588
35.95050636,26.63269237
51.50894231,85.49802203
85.94500125,43.45039762
21.10183527,41.79757527
97.20207709,65.95363816
30.7009145,74.8038545
76.05139778,57.25581108
17.08662744,9.468907672
74.99070851,23.08332909
92.33825044,45.81681271
11.57853754,20.38617176
94.35881808,58.03772709
89.80081964,71.89887502
45.13936091,75.12049703
60.93263462,47.88424511
61.43942817,77.99297614
42.02141501,34.06109918
89.90269883,33.61949964
14.27975879,29.88597762
64.37090253,14.97919989
73.59310987,25.02535216
98.43468163,68.24800248
1.774124874,32.63301253
18.97216048,21.33967071
74.84238674,40.95009815
63.88957801,47.46056897
70.01887938,48.63372763
17.35625352,50.8290586
25.73286913,76.27073176
22.31233523,52.85415365
70.40380587,90.73676242
59.98070794,59.67802713
41.79316783,23.6695268
46.94927697,81.96537571
5.682861612,41.37439022
30.62402437,74.55722915
56.90679746,26.68207352
27.78256793,62.20150808
76.77300967,30.82555997
20.37254424,63.27248084
31.70951219,23.20247363
4.255012749,69.31281733
48.28549668,7.936026548
94.85498839,28.54456093
97.02736958,85.31382007
18.27113126,64.64056799
88.29324401,18.6727467
64.73248317,76.80936478
87.39842976,71.29078755
77.60561751,57.39508839
17.03065864,25.64738048
77.67938243,66.72033139
98.57497942,4.685426618
85.944661,94.13812815
1.967204225,60.91372186
37.11634245,76.65786568
25.78923083,11.93425046
82.39483194,21.54086333
64.49705121,91.27670282
68.47784521,57.82408181
36.91837886,4.460722129
34.28195636,9.012944195
69.76852387,49.7126338
51.27552347,13.68258769
47.50415458,62.4127279
51.90622821,73.37487924
7.105908735,20.41647331
61.48542952,59.22066771
46.65408497,31.67557384
62.52251103,91.11242886
74.00372997,13.31321537
39.24041147,96.55350958
31.50791568,6.621126368
54.46910174,54.90683153
88.20455469,6.421691503
12.11636987,88.87362477
76.64663087,0.079610495
41.56250679,98.00691007
58.35450694,38.01183807
29.77425988,89.64547161
29.17069067,73.30166681
34.84330295,23.08369452
83.07799254,24.629206
57.60428327,8.249213147
45.38952531,63.1299387
3.072534111,67.80026692
19.43786077,79.61897789
72.10309998,16.10389445
25.50956404,91.80243941
96.41468203,1.631093928
83.887449,20.06861792
75.42173859,78.66900953
14.65265309,60.63578323
8.565721413,91.06315503
84.58458335,21.42387906
89.88647623,14.67443891
20.82942596,27.11906775
77.36933759,53.83078203
62.87312782,70.56982447
22.95841359,62.64604871
37.67825979,21.73966906
46.40614756,28.55341547
70.970452,84.41939285
46.44472456,17.21288016
37.95777678,28.04414249
41.74042941,97.79002017
23.71931345,57.81657065
27.52937213,92.96439389
53.78934511,90.5519178
82.38610708,74.48442993
90.24310474,87.59853789
61.1659004,61.50567813
30.77888236,66.38622979
94.55995679,13.31003976
5.71178943,24.32409602
81.49978248,47.00428832
66.92216321,69.55837528
68.86558893,50.65919917
43.58718257,98.56221278
13.33151659,10.81682215
21.99050708,47.92589791
19.14169577,79.14076245
50.45884408,96.73249647
74.54724076,24.904118
40.14530249,14.97707484
2.202558625,11.21580684
62.26289898,98.47679121
70.13252935,88.94780203
95.7727606,92.32373088
82.39976976,18.3808078
12.81510706,91.02043085
47.89829982,32.33626209
84.46674621,49.83561686
84.29377799,23.70463138
91.99014513,70.61774854
62.28136032,61.12570852
9.018954461,55.23032933
81.30812898,50.91100011
5.573129864,5.962338692
23.18062654,25.85025139
7.394198799,83.81844524
23.06862043,49.91809848
28.12432922,63.16578428
99.29043588,42.24632308
95.66633707,70.08448963
50.21176399,33.84240892
86.75994981,0.842957435
89.20880382,12.54746514
50.68735297,21.3967828
89.13170611,63.09180155
73.17928814,80.04987078
33.91007377,22.04980304
11.97007574,15.42896606
26.10791095,90.1825601
8.963699584,38.73216713
57.14790668,86.95856066
79.48934709,52.06373966
55.34221207,29.29925644
58.82613596,99.49206056
60.03753311,43.85548591
11.44128271,50.93403512
22.44262433,23.76113691
83.70977916,62.9493498
23.0315245,22.7481427
34.18751853,42.61124738
31.47414471,10.47879607
51.33090437,52.80195734
16.35556284,3.523492794
95.85437161,18.42526692
12.10025168,42.45854938
78.63730318,23.61653466
32.24005944,12.83548893
39.21586725,41.43984002
38.69095447,6.443379462
52.0888234,69.48478611
47.65358684,43.80739856
60.94452306,70.79781194
58.96776213,64.52569167
90.49575554,89.49024259
14.94119637,84.4079053
83.3976442,18.70177335
79.41180547,89.11509369
3.188388682,99.60305251
60.54720784,8.01508807
12.43017432,43.12885865
47.70380716,10.32899709
87.12378804,85.64744582
97.76801141,62.50236725
94.10109453,34.99007778
45.2655,10.96345455
28.90841628,23.4967146
87.8422107,54.54216338
85.26631812,92.93110657
95.18246661,35.95298405
33.76413453,19.54810278
59.53148866,8.292960572
31.14642215,7.056745297
37.86649109,95.05019097
34.14371574,62.44211767
52.13430254,95.97964372
43.31964212,90.41750311
78.00359632,13.82015918
52.4090184,35.58819598
40.70368433,47.9794141
71.61175454,31.50160855
79.67173622,54.38971086
86.46457691,41.77005124
85.79022302,35.84485008
23.29365605,11.70052452
43.09834521,3.762783885
77.69436007,63.60943619
63.17044886,14.70700411
84.29482011,70.28320356
20.01246184,71.26137751
22.18943369,97.63657022
8.401478011,73.42884094
56.83143639,12.40315912
53.90315451,37.36801131
66.67281593,51.01280154
72.05882446,88.92566239
81.13942395,29.90878057
98.64178819,38.6970791
24.71700817,13.236967
50.42099429,79.87697715
36.30609462,58.70810069
72.54381086,76.72045627
67.46828794,60.25087783
39.32290785,70.23154031
18.59767398,13.5501646
22.73226415,49.7419448
17.94747088,18.74926068
76.7203763,13.45524585
39.00408946,43.62899632
19.92203546,98.73455736
77.72581692,83.87067659
58.71220231,82.60965969
60.41567758,41.61223993
2.128235093,54.78876081
97.70591981,96.27532728
76.58975412,5.812501054
37.04580464,88.5645432
59.65359463,2.156991296
54.02698973,4.160887853
14.11713546,6.503048754
65.86518137,68.9147774
94.73284798,59.81488481
45.51374543,15.44069516
95.10018477,93.58541309
37.42968339,5.250542227
12.1441425,13.31213771
64.09226857,37.32204053
18.9952383,87.48289219
13.98949968,28.95662788
77.88998988,56.01779127
72.61087148,4.099692872
91.18340087,30.88892934
58.956153,76.8488758
50.16064881,81.01455803
33.83950817,63.08831069
63.9148062,13.35340045
38.17608543,31.82988352
37.78991929,16.59657006
93.93600851,57.88928265
37.43393295,81.22394435
30.23511561,24.99350104
50.16415323,53.47095788
61.0184192,7.488598882
0.715282376,20.21142425
56.8705971,69.06066538
4.356442221,11.29161351
67.98679809,20.7999293
97.34240672,76.81937337
99.60049181,99.35472259
55.39212129,33.85880629
81.80304258,42.17177328
90.97355182,22.95257641
78.50725926,17.99336783
22.23289125,69.50123876
39.26014905,57.26728773
42.66754385,72.99164392
49.77981371,28.53408272
82.27169813,16.25523708
61.11832822,24.70852843
47.50843474,33.51382161
70.09412929,95.84467447
77.62998396,58.86619513
94.02433714,34.32763368
84.50924909,49.18721044
23.66511047,61.51393246
48.28026375,91.35838822
11.05171808,43.76787293
9.908199109,57.75967132
13.14833438,84.07796655
36.87121779,69.02963784
18.44797409,43.29876963
35.62379016,38.22161041
73.20602675,48.47860919
5.120700895,49.43766275
30.98075087,78.78730832
75.37841251,80.6074903
72.62631455,51.62488361
55.16860619,34.49912324
1.413780333,43.0722176
59.81579557,81.7013496
38.49082241,59.48025548
10.50087453,73.15200558
44.53029709,69.98470648
29.6855349,22.41926636
75.03401739,59.60783283
70.37086125,31.10282474
96.0262353,55.14641722
23.7802748,25.26843769
88.36954066,61.27474737
48.08810673,64.7517011
39.09248267,57.84599199
12.02656582,29.04830885
51.69693731,4.630529699
85.38917181,32.18804209
27.59760228,86.4650315
43.09365645,14.61255219
65.02698995,75.63224769
0.458793409,87.89438542
77.7586403,38.96961284
59.88587412,62.78312506
32.1760899,58.14209162
8.119240941,27.2135678
25.69834106,94.27686968
53.96814043,32.92165986
48.43426394,5.66336641
76.06295014,97.64383827
97.01041888,47.03115856
92.44114466,63.09818143
27.79470372,53.71299256
29.47959647,68.66524687
62.00577922,79.43397576
76.54162707,80.59875172
17.3287915,19.96373051
66.66787851,44.3486983
15.42661483,45.20889498
28.52219047,49.82749217
12.50479893,13.98749827
69.05121899,1.867458202
64.51601877,16.45143213
12.84713958,24.56988422
98.27665849,75.87508041
33.3695075,2.180609553
12.86539019,39.03310959
70.04480093,84.17487679
86.09118591,87.95610083
87.86188139,10.38336087
19.23062619,36.83605036
89.89852214,73.31578852
26.45352695,45.53509019
74.07255175,32.89272198
77.79617315,85.58792097
15.63141266,19.66782367
93.14375528,85.80971197
8.398661204,90.97347168
58.22415534,54.80278381
86.09024055,27.15273143
81.50880818,27.58414021
32.560778,6.64737512
79.0868182,66.43592045
70.76685057,36.84383216
10.34244342,34.45277358
34.12385208,26.11522802
62.58995855,46.05529565
63.07366244,38.15824631
27.58354945,27.38870366
35.2809535,69.4719134
75.98538741,30.76240936
12.01664979,73.80926946
14.76306694,70.83585565
37.92123634,4.354373078
34.48891094,61.99479176
69.7703067,58.1714016
95.87899039,51.68154294
18.53058035,94.00436667
57.8269097,98.64054432
39.45472781,47.5006151
94.04776728,13.91740371
91.77070155,82.05043768
38.65484571,18.56237827
10.59425668,86.12995441
67.20728307,83.1175428
89.84165823,58.70818331
91.14002141,17.87505211
67.55774671,12.03473287
45.47587139,38.46837138
6.987662983,24.55197026
55.89769647,20.37921674
52.74684908,51.74905388
96.43897707,7.533262365
16.66244369,13.4418997
47.78498253,81.26656753
67.16048739,32.39560459
34.64122028,4.692268621
1.553777445,59.15807285
5.831864387,73.32800807
74.79901855,1.642917474
47.28145176,77.40123456
9.060401048,60.39077378
54.68993394,31.59511613
23.35147922,23.37450367
22.41440909,26.69555808
77.04152342,59.58658691
25.16070931,69.48972432
78.57110539,41.81522608
37.51321056,18.62736015
68.44970968,20.33222676
93.83313756,91.81961696
18.32363661,13.04671325
2.622247626,9.799632
53.8729438,15.01487929
21.0587046,51.02497628
30.76511185,69.14598554
5.352837114,23.13735718
92.79605632,29.05340814
90.15778092,15.23148897
77.73883012,65.86798427
20.1405877,99.6845897
81.39258287,85.91315753
57.48215173,38.34844855
53.15179534,8.379696804
74.23395059,11.38456162
74.42896726,19.14318393
56.17784077,33.65299821
68.94640382,94.72560043
97.96171249,45.91114009
28.76817941,17.30758585
2.102018424,6.847373701
1.29056862,52.2651196
48.12254159,13.08009721
46.78157418,11.56221166
87.7672857,49.59957948
8.335720551,95.37098694
40.91751445,95.7138696
12.67445462,5.34822105
28.51869544,6.612808109
75.34952438,26.09579134
1.261469277,78.14126525
13.80813229,86.28970612
52.30082087,81.07410585
11.0432251,69.42174882
55.24288507,96.34166497
98.58877023,86.82255921
75.84663088,75.53863157
37.63162547,74.91790384
34.28421744,79.92392272
58.65672911,68.78154866
1.752474843,16.88683068
18.08315891,16.26139495
91.82793225,62.63269639
44.86557582,16.75409177
25.98355124,37.14410493
80.27111724,28.73445965
58.58141946,49.33061265
68.66563953,28.65516156
40.7346388,84.29327675
0.402721079,80.23009426
72.6211072,20.18872665
63.53824648,66.34674334
57.87185349,71.25716062
4.064021188,96.99362316
32.01709116,52.83028837
58.40842423,3.021588107
56.14896175,35.51933761
8.681101361,84.50144005
90.42715812,14.62431936
34.76492205,23.21594107
72.35344286,70.70529343
46.66757039,69.66567223
48.13184343,30.58889978
19.20866976,4.576713182
74.87752584,0.525787043
32.5068668,99.60295807
49.68170864,55.93298653
73.54932435,66.78321054
94.68241651,96.80219962
41.44925355,48.21330202
0.046016714,85.3178734
14.07560345,68.68739863
67.87472338,72.40508183
76.29703282,48.37131258
58.59981416,53.9746029
10.22472898,98.6434093
4.404750183,29.31844592
48.38420339,64.05100872
65.78685956,93.96211664
35.6923304,48.7950101
11.72095062,10.58692518
46.82844407,49.20332442
77.36015871,95.93915095
22.37008539,80.031634
28.61732133,58.30381027
61.97665713,75.49831847
7.259620047,92.4155331
7.841312982,30.02136574
70.35020698,39.21885397
29.32155566,53.79634383
42.49543202,23.77993722
21.87087754,45.39855005
93.20670464,49.75536193
22.09475032,14.19983749
19.48241161,53.40134387
57.72968534,97.74526648
80.13302861,4.630923678
15.914165,19.97548633
89.3090522,99.54457123
34.45154708,15.0461275
68.64164426,76.34252477
52.14040828,67.84793805
52.94937976,11.24849295
59.28176806,53.37994404
81.3260703,5.783420672
38.48340794,97.89416444
60.86685971,21.03683008
88.11985312,7.889563241
41.06787415,33.7149653
71.35358489,38.89418394
95.88930183,89.37721422
33.48254084,31.77357523
11.22723008,32.06938207
95.15935138,59.09848248
27.4817636,49.00305829
31.59537412,39.12379322
19.21929855,12.2633486
3.873946022,14.65769869
5.636520409,12.94656125
16.04366229,44.10046316
35.78245619,46.43365373
58.8990522,12.10282421
91.77751281,62.66131407
18.25978371,27.10317443
77.83797684,62.57745507
71.37977724,7.164933237
57.54184662,62.73165912
84.37894497,54.71584044
7.340393018,70.92935664
93.84251568,11.02237414
11.92316554,22.33696417
60.80807939,17.04505654
89.09406477,79.59709283
13.50690094,54.8952803
85.87621816,92.07129652
13.48132953,7.141463127
24.63415816,34.83608672
44.87138958,27.94055233
89.87835752,59.14596008
36.38238728,83.45647534
32.29507061,35.8452554
41.79863802,86.39460194
93.94332718,64.47659213
21.79493113,9.537805529
26.00360569,2.289285072
43.73646305,77.40428302
71.78730652,96.73798251
72.41397554,87.6631285
46.44165084,21.61300243
77.72832146,10.22237795
64.00770613,99.15034964
85.89484667,89.09166625
48.25439169,48.23323855
96.62307718,50.01109106
91.01497374,84.60760113
9.459264946,26.6188821
29.39222132,4.90524238
35.75047954,59.25177044
86.85387391,64.50321278
69.68585426,38.81805098
18.64467896,54.33139884
97.94697747,29.37701115
89.51699483,32.57677539
4.298439915,92.42425442
47.60790075,21.87688384
28.99363677,80.47260902
34.58593158,65.31541788
33.39220773,89.33200229
10.6431181,51.05993603
18.10627219,22.37522688
29.93920441,32.81331516
77.82194352,56.60080155
31.33163857,53.89588173
63.6105256,88.8216238
86.17371643,53.78935413
91.2061746,91.95395523
73.8544029,16.06622482
38.80314157,79.85749569
10.70198144,86.5235993
82.52757439,70.75768638
80.56868101,4.817304597
24.72289759,2.592676396
48.26034545,42.841121
13.54381221,81.71417138
93.69031489,69.30995609
29.11333654,44.33271942
47.62693934,13.88170086
5.90228499,79.66950398
0.222448412,59.48949802
17.74473185,43.75573384
25.37602976,77.5685133
95.03930128,98.51678417
68.86034011,79.17540739
67.78350586,5.812717128
42.59394818,91.02807399
60.83708492,77.19761215
94.93916701,97.5454902
16.02194974,57.6443112
64.95256179,35.46734135
30.04284132,42.07304003
46.0075634,92.96724562
73.25806808,8.072963736
6.926239601,51.30634388
54.89660964,84.22122276
89.9431384,92.68955424
70.07051105,22.96561975
20.83673091,55.58991951
35.76190177,44.9639181
60.35334794,16.34832404
53.18955954,45.30282679
38.72419123,22.04370636
24.89590403,83.9528718
90.3553333,18.07458701
48.44406104,68.77719791
10.11870464,66.94716311
74.76847477,20.84850131
31.80790331,25.65672358
4.896516564,67.47659237
47.87600574,29.05118319
89.90977005,4.080933231
